ShipmentID,OrderID,ShipmentDate,ExpectedDeliveryDate,ActualDeliveryDate,ShipmentStatus,Carrier,ShippingCost,DistanceKm,DeliveryDelayDays
SH016696,O115709,2025-09-06,2025-09-13,2025-09-16,Delivered,TransCon Logistics,700.88,2208.4,3.0
SH016697,O115710,2023-09-10,2023-09-18,2023-09-19,Delivered,Pacific Rim Shipping,834.03,1130.4,1.0
SH016698,O115711,2023-10-01,2023-10-03,2023-10-04,Delivered,SwiftHaul Freight,642.83,198.9,1.0
SH016699,O115712,2024-09-21,2024-09-26,2024-09-28,Delivered,GlobalFreight Express,709.33,969.9,2.0
SH016700,O115713,2024-07-01,2024-07-07,2024-07-07,Delivered,TransCon Logistics,144.34,2339.1,0.0
SH016701,O115714,2023-09-20,2023-09-26,2023-09-25,Delivered,TransCon Logistics,184.16,1851.7,-1.0
SH016702,O115715,2025-10-13,2025-10-18,2025-10-21,Delivered,Meridian Line Carriers,130.77,837.5,3.0
SH016703,O115716,2025-09-17,2025-09-20,2025-09-23,Delivered,Overland Transit Co.,443.8,2483.3,3.0
SH016704,O115717,2023-01-12,2023-01-16,2023-01-17,Delivered,GlobalFreight Express,60.37,574.9,1.0
SH016705,O115718,2025-02-06,2025-02-13,2025-02-17,Delivered,Continental Cargo,315.92,3187.3,4.0
SH016706,O115719,2023-01-25,2023-01-29,2023-01-29,Delivered,Pacific Rim Shipping,2718.31,10592.1,0.0
SH016707,O115720,2024-09-18,2024-09-23,2024-09-24,Delivered,GlobalFreight Express,195.66,2415.0,1.0
SH016708,O115721,2025-12-04,2025-12-08,2025-12-11,Delivered,SwiftHaul Freight,507.39,789.8,3.0
SH016709,O115721,2025-12-06,2025-12-14,2025-12-15,Delivered,Overland Transit Co.,586.59,2280.7,1.0
SH016710,O115722,2024-12-02,2024-12-02,2024-12-06,Delayed,BlueDart Global,549.8,966.5,4.0
SH016711,O115722,2024-12-04,2024-12-05,2024-12-05,Delivered,Meridian Line Carriers,742.1,2495.4,0.0
SH016712,O115723,2025-01-11,2025-01-17,2025-01-19,Delivered,Continental Cargo,883.65,358.4,2.0
SH016713,O115724,2024-11-25,2024-11-28,2024-11-30,Delivered,Continental Cargo,253.17,2807.0,2.0
SH016714,O115724,2024-11-21,2024-11-24,2024-11-25,Delivered,GlobalFreight Express,292.62,2833.7,1.0
SH016715,O115725,2025-09-25,2025-09-28,2025-09-27,Delivered,Overland Transit Co.,568.25,893.4,-1.0
SH016716,O115726,2023-03-15,2023-03-21,2023-03-22,Delivered,Overland Transit Co.,699.22,758.3,1.0
SH016717,O115727,2025-06-15,2025-06-17,2025-06-17,Delivered,Meridian Line Carriers,1875.21,231.2,0.0
SH016718,O115730,2025-03-23,2025-03-29,2025-03-28,Delivered,GlobalFreight Express,3027.43,11453.3,-1.0
SH016719,O115731,2024-03-26,2024-04-01,2024-04-01,Delivered,GlobalFreight Express,182.3,2151.0,0.0
SH016720,O115732,2025-04-12,2025-04-18,2025-04-18,Delivered,Overland Transit Co.,502.87,925.7,0.0
SH016721,O115733,2024-10-13,2024-10-21,2024-10-20,Delivered,SwiftHaul Freight,321.17,2279.4,-1.0
SH016722,O115735,2023-09-20,2023-09-20,2023-09-21,Delivered,GlobalFreight Express,630.89,147.1,1.0
SH016723,O115736,2025-12-07,2025-12-14,2025-12-18,Delayed,Pacific Rim Shipping,443.12,775.7,4.0
SH016724,O115737,2023-10-18,2023-10-21,2023-10-24,Delivered,Continental Cargo,169.21,822.8,3.0
SH016725,O115738,2023-11-04,2023-11-10,2023-11-14,Delivered,Pacific Rim Shipping,476.27,1758.7,4.0
SH016726,O115738,2023-11-04,2023-11-11,2023-11-12,Delivered,SwiftHaul Freight,401.84,2356.6,1.0
SH016727,O115739,2025-04-07,2025-04-16,2025-04-17,Delivered,Overland Transit Co.,368.26,9298.6,1.0
SH016728,O115740,2023-04-20,2023-04-28,2023-04-25,Delivered,BlueDart Global,82.16,772.0,-3.0
SH016729,O115741,2024-09-04,2024-09-12,2024-09-15,Delivered,Continental Cargo,263.69,3017.0,3.0
SH016730,O115742,2024-04-07,2024-04-14,2024-04-17,Delivered,TransCon Logistics,500.58,430.9,3.0
SH016731,O115743,2023-01-03,2023-01-05,2023-01-06,Delivered,SwiftHaul Freight,50.03,242.9,1.0
SH016732,O115743,2023-01-01,2023-01-03,2023-01-02,Delivered,Continental Cargo,104.64,741.6,-1.0
SH016733,O115744,2023-11-17,2023-11-25,2023-11-25,Delivered,GlobalFreight Express,798.9,1694.9,0.0
SH016734,O115745,2024-05-29,2024-06-06,2024-06-04,Delivered,Overland Transit Co.,88.25,1562.2,-2.0
SH016735,O115746,2025-06-13,2025-06-17,2025-06-19,Delivered,Pacific Rim Shipping,144.83,1856.5,2.0
SH016736,O115747,2025-12-05,2025-12-09,2025-12-10,Delivered,BlueDart Global,1035.1,2911.4,1.0
SH016737,O115748,2024-10-26,2024-10-30,2024-11-03,Delayed,BlueDart Global,954.87,2599.1,4.0
SH016738,O115749,2023-06-03,2023-06-09,2023-06-07,Delivered,Pacific Rim Shipping,417.75,2658.0,-2.0
SH016739,O115750,2023-03-12,2023-03-19,2023-03-16,Delivered,Pacific Rim Shipping,128.12,729.5,-3.0
SH016740,O115751,2025-11-23,2025-11-29,2025-11-27,Delivered,Overland Transit Co.,296.41,2289.0,-2.0
SH016741,O115752,2024-05-18,2024-05-22,2024-05-23,Delivered,BlueDart Global,146.14,1444.1,1.0
SH016742,O115753,2025-10-17,2025-10-22,2025-10-24,Delivered,GlobalFreight Express,591.5,2082.3,2.0
SH016743,O115754,2023-04-10,2023-04-16,2023-04-16,Delivered,Overland Transit Co.,372.62,848.5,0.0
SH016744,O115755,2023-12-30,2024-01-02,2024-01-02,Delivered,Overland Transit Co.,312.92,1266.0,0.0
SH016745,O115756,2023-05-16,2023-05-18,2023-05-17,Delivered,GlobalFreight Express,196.64,1175.6,-1.0
SH016746,O115758,2025-01-19,2025-01-21,2025-01-24,Delivered,BlueDart Global,259.5,441.4,3.0
SH016747,O115759,2024-05-11,2024-05-14,2024-05-15,Delivered,GlobalFreight Express,419.76,2465.1,1.0
SH016748,O115760,2023-08-07,2023-08-22,2023-08-21,Delivered,GlobalFreight Express,735.74,12435.0,-1.0
SH016749,O115761,2025-10-15,2025-10-19,2025-10-19,Delivered,Overland Transit Co.,477.89,1429.7,0.0
SH016750,O115761,2025-10-17,2025-10-25,2025-10-29,Delayed,SwiftHaul Freight,538.43,2381.3,4.0
SH016751,O115762,2025-01-05,2025-01-13,2025-01-18,Delivered,BlueDart Global,199.37,1917.5,5.0
SH016752,O115763,2024-06-03,2024-06-10,2024-06-10,Delivered,BlueDart Global,193.11,514.6,0.0
SH016753,O115764,2024-02-02,2024-02-08,2024-02-12,Delayed,Pacific Rim Shipping,63.21,854.4,4.0
SH016754,O115765,2025-05-31,2025-06-07,2025-06-05,Delivered,Pacific Rim Shipping,577.59,2784.1,-2.0
SH016755,O115766,2025-11-25,2025-12-01,2025-11-30,Delivered,Overland Transit Co.,50.64,458.6,-1.0
SH016756,O115767,2023-09-10,2023-09-14,2023-09-17,Delivered,BlueDart Global,114.39,265.0,3.0
SH016757,O115768,2025-05-05,2025-05-11,2025-05-15,Delayed,Continental Cargo,175.31,693.1,4.0
SH016758,O115769,2024-12-13,2024-12-20,2024-12-24,Delayed,Pacific Rim Shipping,300.68,620.4,4.0
SH016759,O115770,2024-12-18,2024-12-21,2024-12-24,Delivered,BlueDart Global,867.1,104.2,3.0
SH016760,O115771,2025-09-21,2025-09-23,2025-10-01,Delivered,GlobalFreight Express,1005.28,2147.0,8.0
SH016761,O115772,2025-04-02,2025-04-07,2025-04-08,Delivered,Meridian Line Carriers,822.81,2163.4,1.0
SH016762,O115773,2023-10-12,2023-10-15,2023-10-13,Delivered,Pacific Rim Shipping,285.84,2155.4,-2.0
SH016763,O115774,2024-05-21,2024-05-21,2024-05-25,Delivered,Pacific Rim Shipping,193.94,1225.3,4.0
SH016764,O115775,2024-02-18,2024-02-21,2024-02-23,Delivered,Overland Transit Co.,275.9,3037.6,2.0
SH016765,O115776,2024-08-26,2024-08-31,2024-08-31,Delivered,Overland Transit Co.,667.34,1351.9,0.0
SH016766,O115777,2025-03-20,2025-03-23,2025-03-26,Delivered,BlueDart Global,613.56,1166.1,3.0
SH016767,O115778,2025-11-30,2025-12-05,2025-12-08,Delivered,Continental Cargo,127.11,821.8,3.0
SH016768,O115779,2024-09-24,2024-09-28,2024-09-30,Delivered,Pacific Rim Shipping,478.79,796.9,2.0
SH016769,O115780,2024-08-18,2024-08-25,2024-08-26,Delivered,Meridian Line Carriers,314.82,499.4,1.0
SH016770,O115781,2023-09-19,2023-09-26,2023-09-25,Delivered,Meridian Line Carriers,344.02,2341.3,-1.0
SH016771,O115782,2024-08-12,2024-08-12,2024-08-14,Delivered,BlueDart Global,766.01,343.4,2.0
SH016772,O115783,2025-09-07,2025-09-17,2025-09-17,Delivered,Meridian Line Carriers,86.97,2352.5,0.0
SH016773,O115783,2025-09-05,2025-09-16,2025-09-19,Delivered,BlueDart Global,97.21,2746.5,3.0
SH016774,O115784,2024-03-18,2024-03-22,2024-03-24,Delivered,SwiftHaul Freight,1458.17,2491.4,2.0
SH016775,O115785,2023-12-08,2023-12-12,2023-12-14,Delivered,Pacific Rim Shipping,1158.51,3061.3,2.0
SH016776,O115786,2023-10-03,2023-10-05,2023-10-04,Delivered,Meridian Line Carriers,87.94,157.5,-1.0
SH016777,O115787,2025-02-17,2025-02-24,2025-02-26,Delivered,GlobalFreight Express,612.49,2204.7,2.0
SH016778,O115787,2025-02-17,2025-02-21,2025-02-22,Delivered,SwiftHaul Freight,412.16,1579.3,1.0
SH016779,O115787,2025-02-19,2025-02-25,2025-02-26,Delivered,TransCon Logistics,610.01,2785.7,1.0
SH016780,O115788,2023-03-23,2023-03-30,2023-03-27,Delivered,Pacific Rim Shipping,691.51,872.4,-3.0
SH016781,O115789,2023-12-11,2023-12-18,2023-12-19,Delivered,Pacific Rim Shipping,342.56,2319.6,1.0
SH016782,O115790,2023-11-18,2023-11-21,2023-11-24,Delivered,Pacific Rim Shipping,304.07,3028.2,3.0
SH016783,O115791,2024-12-12,2024-12-12,2024-12-18,Delayed,SwiftHaul Freight,292.48,828.6,6.0
SH016784,O115792,2025-11-08,2025-11-11,2025-11-21,Delayed,TransCon Logistics,233.77,2256.4,10.0
SH016785,O115793,2025-03-11,2025-03-16,2025-03-19,Delivered,Continental Cargo,78.05,219.9,3.0
SH016786,O115794,2024-02-14,2024-02-21,2024-02-22,Delivered,GlobalFreight Express,540.67,3710.2,1.0
SH016787,O115795,2025-07-16,2025-07-20,2025-07-19,Delivered,Meridian Line Carriers,190.28,1206.7,-1.0
SH016788,O115797,2023-10-25,2023-10-28,2023-10-26,Delivered,TransCon Logistics,55.56,72.1,-2.0
SH016789,O115797,2023-10-29,2023-11-01,2023-10-30,Delivered,Overland Transit Co.,45.19,114.6,-2.0
SH016790,O115798,2025-05-10,2025-05-17,2025-05-16,Delivered,SwiftHaul Freight,134.0,230.2,-1.0
SH016791,O115799,2024-07-30,2024-08-06,2024-08-07,Delivered,Pacific Rim Shipping,188.33,2496.4,1.0
SH016792,O115800,2025-12-03,2025-12-03,2025-12-05,Delivered,Continental Cargo,1396.29,1537.1,2.0
SH016793,O115801,2023-04-04,2023-04-05,2023-04-06,Delivered,GlobalFreight Express,525.45,2003.2,1.0
SH016794,O115802,2024-04-07,2024-04-10,2024-04-11,Delivered,BlueDart Global,344.83,1987.7,1.0
SH016795,O115803,2023-07-21,2023-07-26,2023-07-23,Delivered,Overland Transit Co.,194.3,2574.2,-3.0
SH016796,O115804,2025-12-06,2025-12-12,2025-12-22,Delayed,SwiftHaul Freight,432.39,1292.0,10.0
SH016797,O115805,2025-02-23,2025-02-27,2025-02-28,Delivered,TransCon Logistics,33.54,399.9,1.0
SH016798,O115807,2023-04-24,2023-04-29,2023-05-03,Delivered,BlueDart Global,776.43,2158.9,4.0
SH016799,O115808,2023-04-05,2023-04-08,2023-04-10,Delivered,Pacific Rim Shipping,1076.81,1498.9,2.0
SH016800,O115809,2025-12-11,2025-12-18,2025-12-15,Delivered,Pacific Rim Shipping,738.4,350.6,-3.0
SH016801,O115810,2025-06-28,2025-07-09,2025-07-07,Delivered,TransCon Logistics,883.56,11927.8,-2.0
SH016802,O115811,2023-11-23,2023-11-30,2023-12-03,Delivered,Pacific Rim Shipping,305.81,1175.1,3.0
SH016803,O115812,2024-05-11,2024-05-16,2024-05-18,Delivered,Pacific Rim Shipping,670.04,1653.7,2.0
SH016804,O115813,2025-11-17,2025-11-28,2025-12-02,Delivered,Continental Cargo,17.06,255.8,4.0
SH016805,O115814,2024-06-04,2024-06-11,2024-06-12,Delivered,SwiftHaul Freight,175.11,3139.8,1.0
SH016806,O115815,2023-06-14,2023-06-22,2023-06-26,Delayed,TransCon Logistics,367.37,1850.8,4.0
SH016807,O115816,2024-10-12,2024-10-19,2024-10-19,Delivered,BlueDart Global,636.39,2458.1,0.0
SH016808,O115817,2025-08-16,2025-08-21,2025-08-25,Delivered,GlobalFreight Express,1134.37,2221.0,4.0
SH016809,O115818,2024-12-28,2025-01-01,2025-01-01,Delivered,Pacific Rim Shipping,1068.25,2526.0,0.0
SH016810,O115819,2025-03-20,2025-04-03,,Lost,Pacific Rim Shipping,70.95,1006.6,
SH016811,O115820,2025-01-23,2025-01-28,2025-01-29,Delivered,Meridian Line Carriers,1136.93,2110.5,1.0
SH016812,O115821,2023-05-13,2023-05-18,2023-05-20,Delivered,Continental Cargo,559.72,2229.5,2.0
SH016813,O115822,2024-09-20,2024-09-27,2024-09-30,Delivered,SwiftHaul Freight,733.72,2802.7,3.0
SH016814,O115823,2023-04-26,2023-04-28,2023-04-29,Delivered,BlueDart Global,291.01,788.8,1.0
SH016815,O115824,2023-10-03,2023-10-10,2023-10-12,Delivered,SwiftHaul Freight,342.99,1345.7,2.0
SH016816,O115825,2025-11-14,2025-11-16,2025-11-18,Delivered,Meridian Line Carriers,1666.04,1985.3,2.0
SH016817,O115826,2023-05-11,2023-05-18,2023-05-17,Delivered,Meridian Line Carriers,76.76,531.9,-1.0
SH016818,O115827,2025-04-09,2025-04-13,2025-04-16,Delivered,GlobalFreight Express,559.78,2073.8,3.0
SH016819,O115828,2026-01-02,2026-01-02,,In Transit,GlobalFreight Express,453.98,1955.7,
SH016820,O115829,2025-08-01,2025-08-03,2025-08-02,Delivered,SwiftHaul Freight,436.15,2528.2,-1.0
SH016821,O115831,2024-06-30,2024-07-07,2024-07-03,Delivered,Pacific Rim Shipping,352.86,909.5,-4.0
SH016822,O115831,2024-07-02,2024-07-06,2024-07-08,Delivered,Continental Cargo,299.15,1103.6,2.0
SH016823,O115832,2024-07-27,2024-08-05,2024-08-06,Delivered,BlueDart Global,382.1,6713.5,1.0
SH016824,O115833,2023-06-26,2023-07-01,2023-07-03,Delivered,GlobalFreight Express,136.69,876.1,2.0
SH016825,O115834,2024-10-28,2024-10-30,2024-10-31,Delivered,GlobalFreight Express,191.3,1591.1,1.0
SH016826,O115834,2024-10-26,2024-10-29,2024-10-30,Delivered,Overland Transit Co.,102.32,740.6,1.0
SH016827,O115835,2024-02-10,2024-02-18,2024-02-17,Delivered,BlueDart Global,425.89,3015.6,-1.0
SH016828,O115836,2025-02-12,2025-02-14,2025-02-19,Delivered,BlueDart Global,140.35,600.8,5.0
SH016829,O115836,2025-02-12,2025-02-15,2025-02-18,Delivered,Pacific Rim Shipping,118.83,133.3,3.0
SH016830,O115836,2025-02-12,2025-02-14,2025-02-14,Delivered,SwiftHaul Freight,81.68,91.0,0.0
SH016831,O115837,2025-12-08,2025-12-13,2025-12-17,Delivered,GlobalFreight Express,1045.14,1659.7,4.0
SH016832,O115838,2025-05-01,2025-05-04,2025-05-05,Delivered,Pacific Rim Shipping,1413.23,2692.8,1.0
SH016833,O115839,2025-06-04,2025-06-10,2025-06-11,Delivered,Continental Cargo,200.47,1545.7,1.0
SH016834,O115840,2025-10-05,2025-10-06,2025-10-08,Delivered,BlueDart Global,872.16,1677.6,2.0
SH016835,O115841,2025-07-19,2025-07-22,2025-07-23,Delivered,Overland Transit Co.,1129.38,1586.1,1.0
SH016836,O115842,2025-05-31,2025-06-07,2025-06-13,Delayed,BlueDart Global,422.44,1239.0,6.0
SH016837,O115843,2025-02-13,2025-02-23,2025-02-22,Delivered,Overland Transit Co.,97.07,2962.4,-1.0
SH016838,O115844,2025-09-23,2025-09-29,2025-09-27,Delivered,BlueDart Global,176.92,808.5,-2.0
SH016839,O115845,2025-09-11,2025-09-17,2025-09-18,Delivered,Continental Cargo,697.64,1319.7,1.0
SH016840,O115846,2025-03-27,2025-03-31,2025-04-01,Delivered,Pacific Rim Shipping,211.31,457.6,1.0
SH016841,O115846,2025-03-29,2025-04-03,2025-04-10,Delivered,TransCon Logistics,220.52,437.8,7.0
SH016842,O115847,2023-07-02,2023-07-04,2023-07-06,Delivered,SwiftHaul Freight,355.52,828.0,2.0
SH016843,O115848,2024-04-21,2024-04-26,2024-04-25,Delivered,GlobalFreight Express,225.8,1931.7,-1.0
SH016844,O115849,2025-04-19,2025-04-22,2025-04-22,Delivered,Meridian Line Carriers,870.96,2273.8,0.0
SH016845,O115850,2024-05-24,2024-05-28,2024-05-29,Delivered,Meridian Line Carriers,185.36,1018.3,1.0
SH016846,O115851,2023-12-19,2023-12-22,2023-12-20,Delivered,TransCon Logistics,133.93,1186.2,-2.0
SH016847,O115851,2023-12-21,2023-12-24,2023-12-27,Delivered,Overland Transit Co.,111.25,1134.3,3.0
SH016848,O115852,2023-06-04,2023-06-04,2023-06-05,Delivered,Pacific Rim Shipping,682.02,508.1,1.0
SH016849,O115853,2025-02-27,2025-03-02,2025-03-03,Delivered,TransCon Logistics,860.49,3008.1,1.0
SH016850,O115854,2023-11-06,2023-11-06,2023-11-09,Delivered,SwiftHaul Freight,290.42,1535.7,3.0
SH016851,O115855,2024-10-10,2024-10-14,2024-10-19,Delayed,TransCon Logistics,713.42,1702.6,5.0
SH016852,O115855,2024-10-12,2024-10-15,2024-10-13,Delivered,Meridian Line Carriers,686.64,2808.5,-2.0
SH016853,O115855,2024-10-12,2024-10-15,2024-10-19,Delayed,Pacific Rim Shipping,758.97,2145.5,4.0
SH016854,O115856,2024-11-12,2024-11-22,2024-11-27,Delivered,TransCon Logistics,47.09,1238.7,5.0
SH016855,O115857,2025-06-04,2025-06-09,2025-06-08,Delivered,Meridian Line Carriers,38.24,537.7,-1.0
SH016856,O115858,2025-10-09,2025-10-12,2025-10-12,Delivered,BlueDart Global,1132.33,1048.4,0.0
SH016857,O115859,2025-09-14,2025-09-14,2025-09-15,Delivered,GlobalFreight Express,1322.22,325.4,1.0
SH016858,O115860,2023-09-17,2023-09-22,2023-09-22,Delivered,BlueDart Global,57.63,1163.0,0.0
SH016859,O115860,2023-09-15,2023-09-20,2023-09-22,Delivered,Pacific Rim Shipping,73.3,1075.0,2.0
SH016860,O115861,2023-01-29,2023-02-02,2023-02-01,Delivered,Meridian Line Carriers,169.92,711.5,-1.0
SH016861,O115861,2023-01-27,2023-01-30,2023-02-01,Delivered,TransCon Logistics,260.98,1540.1,2.0
SH016862,O115861,2023-01-29,2023-02-02,2023-01-31,Delivered,Meridian Line Carriers,291.36,2588.6,-2.0
SH016863,O115862,2024-12-26,2024-12-29,2024-12-31,Delivered,BlueDart Global,299.89,2450.6,2.0
SH016864,O115863,2025-10-13,2025-10-17,2025-10-17,Delivered,TransCon Logistics,93.76,183.6,0.0
SH016865,O115864,2025-09-11,2025-09-19,2025-09-21,Delivered,GlobalFreight Express,490.38,1814.1,2.0
SH016866,O115865,2024-05-18,2024-05-21,2024-05-24,Delivered,Pacific Rim Shipping,192.96,935.7,3.0
SH016867,O115866,2024-12-31,2025-01-14,2025-01-18,Delayed,TransCon Logistics,129.68,2190.3,4.0
SH016868,O115866,2024-12-27,2025-01-09,2025-01-07,Delivered,Pacific Rim Shipping,150.87,2489.0,-2.0
SH016869,O115867,2025-11-04,2025-11-13,2025-11-15,Delivered,BlueDart Global,313.1,1427.4,2.0
SH016870,O115868,2023-11-01,2023-11-09,2023-11-07,Delivered,Overland Transit Co.,275.29,1817.2,-2.0
SH016871,O115869,2025-02-10,2025-02-14,2025-02-21,Delayed,TransCon Logistics,661.57,732.5,7.0
SH016872,O115870,2025-05-19,2025-05-21,2025-05-20,Delivered,TransCon Logistics,445.01,75.0,-1.0
SH016873,O115871,2025-10-02,2025-10-07,2025-10-13,Delivered,GlobalFreight Express,712.55,471.1,6.0
SH016874,O115872,2023-06-28,2023-07-02,2023-07-04,Delivered,Continental Cargo,1595.47,2837.5,2.0
SH016875,O115873,2023-06-20,2023-06-25,2023-06-30,Delayed,SwiftHaul Freight,657.03,632.9,5.0
SH016876,O115874,2024-10-24,2024-10-25,2024-10-25,Delivered,Meridian Line Carriers,372.9,2013.0,0.0
SH016877,O115875,2024-08-22,2024-08-23,2024-08-28,Delivered,TransCon Logistics,611.16,2177.1,5.0
SH016878,O115876,2025-03-08,2025-03-14,,Lost,Pacific Rim Shipping,122.56,1460.6,
SH016879,O115877,2024-07-04,2024-07-04,2024-07-07,Delivered,Continental Cargo,3483.79,903.1,3.0
SH016880,O115878,2025-04-06,2025-04-09,2025-04-07,Delivered,Meridian Line Carriers,554.24,348.5,-2.0
SH016881,O115879,2023-02-03,2023-02-05,2023-02-04,Delivered,Meridian Line Carriers,854.82,460.6,-1.0
SH016882,O115879,2023-02-01,2023-02-04,2023-02-02,Delivered,Meridian Line Carriers,1003.56,605.9,-2.0
SH016883,O115880,2023-07-22,2023-07-26,2023-07-28,Delivered,GlobalFreight Express,1252.13,3045.5,2.0
SH016884,O115881,2024-12-04,2024-12-09,2024-12-09,Delivered,Meridian Line Carriers,375.91,719.8,0.0
SH016885,O115882,2023-10-09,2023-10-12,2023-10-12,Delivered,SwiftHaul Freight,192.13,703.2,0.0
SH016886,O115883,2024-05-18,2024-05-20,2024-05-19,Delivered,Pacific Rim Shipping,692.73,1381.2,-1.0
SH016887,O115884,2023-06-30,2023-07-02,2023-07-02,Delivered,BlueDart Global,421.47,1522.2,0.0
SH016888,O115885,2023-05-11,2023-05-16,2023-05-17,Delivered,Continental Cargo,239.42,2982.0,1.0
SH016889,O115886,2024-04-20,2024-04-24,2024-04-23,Delivered,Overland Transit Co.,199.42,1680.4,-1.0
SH016890,O115886,2024-04-16,2024-04-19,2024-04-21,Delivered,BlueDart Global,154.27,755.4,2.0
SH016891,O115888,2025-02-27,2025-03-05,2025-03-04,Delivered,TransCon Logistics,600.93,565.9,-1.0
SH016892,O115889,2025-06-22,2025-06-29,2025-06-28,Delivered,Meridian Line Carriers,52.27,1510.6,-1.0
SH016893,O115890,2023-09-21,2023-09-26,2023-09-22,Delivered,Overland Transit Co.,93.89,1472.7,-4.0
SH016894,O115891,2024-01-19,2024-01-25,2024-01-27,Delivered,TransCon Logistics,112.75,1564.5,2.0
SH016895,O115892,2023-04-20,2023-04-28,2023-04-27,Delivered,Overland Transit Co.,174.17,1967.3,-1.0
SH016896,O115892,2023-04-22,2023-04-29,2023-04-30,Delivered,GlobalFreight Express,142.35,971.7,1.0
SH016897,O115894,2024-07-22,2024-07-28,2024-07-29,Delivered,Meridian Line Carriers,40.93,292.1,1.0
SH016898,O115895,2024-06-02,2024-06-06,2024-06-05,Delivered,Continental Cargo,1205.71,377.5,-1.0
SH016899,O115896,2024-07-13,2024-07-21,2024-07-23,Delivered,SwiftHaul Freight,43.47,591.0,2.0
SH016900,O115896,2024-07-09,2024-07-16,2024-07-13,Delivered,TransCon Logistics,53.57,592.2,-3.0
SH016901,O115897,2025-12-12,2025-12-15,2025-12-18,Delivered,SwiftHaul Freight,686.45,3150.3,3.0
SH016902,O115898,2023-09-01,2023-09-09,2023-09-13,Delivered,BlueDart Global,336.63,3020.9,4.0
SH016903,O115899,2024-10-08,2024-10-10,2024-10-15,Delayed,Pacific Rim Shipping,356.51,799.5,5.0
SH016904,O115900,2024-05-10,2024-05-16,2024-05-19,Delivered,Meridian Line Carriers,180.94,763.0,3.0
SH016905,O115901,2023-08-25,2023-08-31,2023-08-29,Delivered,TransCon Logistics,160.01,370.3,-2.0
SH016906,O115901,2023-08-25,2023-08-29,2023-08-30,Delivered,TransCon Logistics,182.73,665.6,1.0
SH016907,O115901,2023-08-23,2023-08-30,2023-09-03,Delayed,BlueDart Global,166.4,852.7,4.0
SH016908,O115902,2023-10-10,2023-10-25,2023-10-26,Delivered,Continental Cargo,686.25,1924.3,1.0
SH016909,O115904,2025-06-13,2025-06-23,2025-07-01,Delivered,GlobalFreight Express,101.23,2417.8,8.0
SH016910,O115905,2024-08-18,2024-08-21,2024-08-24,Delivered,BlueDart Global,874.03,2735.6,3.0
SH016911,O115906,2023-11-23,2023-11-26,2023-11-25,Delivered,Overland Transit Co.,381.69,2213.5,-1.0
SH016912,O115906,2023-11-27,2023-11-29,2023-12-03,Delivered,Pacific Rim Shipping,385.15,1653.3,4.0
SH016913,O115907,2024-06-27,2024-07-11,2024-07-18,Delayed,SwiftHaul Freight,132.74,2710.7,7.0
SH016914,O115908,2025-11-26,2025-12-04,2025-12-05,Delivered,BlueDart Global,121.09,2818.9,1.0
SH016915,O115910,2025-01-29,2025-02-01,2025-02-06,Delivered,BlueDart Global,1389.16,902.8,5.0
SH016916,O115911,2025-06-03,2025-06-11,2025-06-14,Delivered,TransCon Logistics,615.44,2262.5,3.0
SH016917,O115913,2024-10-24,2024-10-27,2024-10-30,Delivered,TransCon Logistics,1077.85,266.2,3.0
SH016918,O115914,2023-01-09,2023-01-17,2023-01-18,Delivered,SwiftHaul Freight,732.33,1447.5,1.0
SH016919,O115915,2023-12-04,2023-12-10,2023-12-13,Delivered,Continental Cargo,153.35,2770.5,3.0
SH016920,O115916,2023-04-20,2023-05-01,2023-04-29,Delivered,Overland Transit Co.,149.67,309.5,-2.0
SH016921,O115917,2025-10-31,2025-11-07,2025-11-11,Delivered,TransCon Logistics,625.31,2366.3,4.0
SH016922,O115918,2024-02-22,2024-02-26,2024-02-26,Delivered,BlueDart Global,414.03,1284.1,0.0
SH016923,O115919,2025-07-07,2025-07-10,2025-07-09,Delivered,Pacific Rim Shipping,1123.47,1848.9,-1.0
SH016924,O115921,2024-07-31,2024-08-02,2024-08-04,Delivered,GlobalFreight Express,167.78,405.9,2.0
SH016925,O115923,2023-12-15,2023-12-17,2023-12-17,Delivered,BlueDart Global,518.19,510.2,0.0
SH016926,O115924,2025-05-05,2025-05-09,2025-05-09,Delivered,Pacific Rim Shipping,589.92,839.5,0.0
SH016927,O115924,2025-05-03,2025-05-05,2025-05-07,Delivered,Continental Cargo,515.16,588.4,2.0
SH016928,O115925,2025-05-17,2025-05-24,2025-05-24,Delivered,Pacific Rim Shipping,839.29,1541.3,0.0
SH016929,O115925,2025-05-17,2025-05-24,2025-05-26,Delivered,Continental Cargo,695.7,2244.9,2.0
SH016930,O115926,2023-07-19,2023-07-23,2023-07-24,Delivered,GlobalFreight Express,206.1,489.6,1.0
SH016931,O115927,2025-10-31,2025-11-03,2025-11-03,Delivered,TransCon Logistics,1281.82,81.2,0.0
SH016932,O115929,2025-07-24,2025-07-24,2025-07-27,Delivered,Pacific Rim Shipping,1126.2,397.8,3.0
SH016933,O115929,2025-07-22,2025-07-23,2025-07-25,Delivered,Continental Cargo,979.05,733.0,2.0
SH016934,O115930,2023-01-10,2023-01-21,2023-01-21,Delivered,BlueDart Global,322.12,484.4,0.0
SH016935,O115931,2024-02-21,2024-02-24,2024-02-24,Delivered,Overland Transit Co.,310.36,394.3,0.0
SH016936,O115932,2023-04-02,2023-04-09,,Lost,Meridian Line Carriers,48.32,823.5,
