OrderID,CustomerID,OrderDate,RequiredDeliveryDate,OrderStatus,SalesChannel,WarehouseID,ShippingMethod,Priority
O113758,C00079,2024-11-14,2024-11-24,Completed,Distributor,W011,Standard,Normal
O113759,C00625,2024-03-16,2024-03-21,Completed,Retail,W003,Standard,Normal
O113760,C00651,2023-01-03,2023-01-11,Partially Fulfilled,Distributor,W008,Standard,Low
O113761,C00088,2023-04-25,2023-05-02,Completed,Distributor,W008,Standard,Critical
O113762,C01262,2023-11-14,2023-11-19,Completed,Distributor,W008,Express,Low
O113763,C00203,2024-11-24,2024-11-28,Completed,Direct,W011,Express,Low
O113764,C00081,2025-08-04,2025-08-13,Completed,Direct,W006,Standard,Critical
O113765,C00976,2023-11-27,2023-11-30,Completed,Direct,W012,Express,Normal
O113766,C00540,2023-04-20,2023-04-30,Completed,Online,W012,Standard,High
O113767,C00088,2025-11-07,2025-11-14,Completed,Distributor,W011,Standard,Normal
O113768,C00752,2023-06-25,2023-06-26,Completed,Online,W013,Same Day,Normal
O113769,C00473,2024-08-26,2024-09-01,Completed,Distributor,W005,Standard,Normal
O113770,C00821,2023-01-16,2023-01-28,Partially Fulfilled,Direct,W002,Freight,Normal
O113771,C01057,2025-01-28,2025-02-05,Completed,Distributor,W015,Standard,Low
O113772,C00603,2023-05-27,2023-06-01,Completed,Online,W010,Express,Normal
O113773,C01155,2025-02-12,2025-02-21,Partially Fulfilled,Distributor,W011,Standard,Normal
O113774,C00714,2024-05-14,2024-05-17,Completed,Distributor,W003,Express,Normal
O113775,C00321,2025-08-30,2025-09-09,Completed,Direct,W010,Freight,Normal
O113776,C00434,2024-11-11,2024-11-20,Completed,Distributor,W004,Standard,Normal
O113777,C00637,2025-04-29,2025-05-05,Completed,Distributor,W006,Standard,Low
O113778,C01017,2023-05-23,2023-05-26,Completed,Distributor,W006,Express,High
O113779,C00038,2025-09-02,2025-09-11,Completed,Retail,W009,Freight,Normal
O113780,C00592,2025-02-24,2025-02-28,Completed,Distributor,W003,Express,High
O113781,C00419,2024-04-17,2024-04-18,Cancelled,Distributor,W001,Same Day,Low
O113782,C00004,2023-08-16,2023-08-22,Completed,Direct,W004,Standard,Low
O113783,C00438,2023-04-13,2023-04-19,Completed,Online,W011,Standard,Low
O113784,C00827,2024-05-06,2024-05-11,Completed,Distributor,W011,Express,Low
O113785,C00090,2024-05-16,2024-05-21,Completed,Online,W009,Standard,Low
O113786,C00584,2025-12-30,2026-01-09,Pending,Online,W008,Standard,Low
O113787,C00169,2024-12-19,2024-12-22,Completed,Direct,W002,Express,Normal
O113788,C01208,2025-09-20,2025-09-25,Cancelled,Retail,W009,Express,Normal
O113789,C00434,2024-10-22,2024-11-05,Completed,Direct,W003,Freight,Low
O113790,C00079,2024-01-19,2024-01-26,Cancelled,Distributor,W014,Standard,Normal
O113791,C00786,2023-07-23,2023-07-29,Completed,Retail,W009,Standard,Low
O113792,C01503,2025-09-01,2025-09-06,Cancelled,Direct,W006,Express,Normal
O113793,C00434,2023-02-18,2023-02-18,Completed,Direct,W004,Same Day,Normal
O113794,C00054,2023-04-28,2023-05-08,Completed,Direct,W006,Standard,Critical
O113795,C01001,2023-11-28,2023-12-08,Completed,Direct,W013,Standard,Low
O113796,C01384,2023-12-08,2023-12-11,Partially Fulfilled,Distributor,W010,Express,Normal
O113797,C00942,2025-11-27,2025-11-28,Partially Fulfilled,Online,W014,Same Day,Low
O113798,C01323,2025-07-29,2025-08-01,Completed,Distributor,W006,Express,Low
O113799,C00256,2024-01-30,2024-02-06,Completed,Distributor,W006,Standard,High
O113800,C00188,2024-02-12,2024-02-18,Completed,Distributor,W013,Standard,High
O113801,C00765,2025-11-21,2025-11-26,Completed,Distributor,W010,Express,Normal
O113802,C00001,2025-08-06,2025-08-07,Completed,Retail,W007,Same Day,Normal
O113803,C00434,2025-06-19,2025-06-25,Completed,Distributor,W006,Standard,High
O113804,C00079,2023-11-18,2023-11-18,Completed,Online,W008,Same Day,High
O113805,C01347,2025-12-14,2025-12-20,Completed,Online,W009,Standard,Critical
O113806,C00256,2024-10-03,2024-10-08,Completed,Distributor,W006,Express,Low
O113807,C00831,2025-01-26,2025-01-27,Completed,Online,W004,Same Day,Normal
O113808,C00434,2023-10-10,2023-10-15,Completed,Direct,W004,Standard,Normal
O113809,C00724,2025-02-06,2025-02-08,Completed,Direct,W003,Express,Critical
O113810,C01017,2024-09-16,2024-09-26,Cancelled,Direct,W004,Standard,Low
O113811,C00802,2023-12-04,2023-12-14,Completed,Direct,W002,Standard,Normal
O113812,C00683,2024-10-20,2024-10-31,Completed,Direct,W001,Freight,High
O113813,C01100,2024-07-31,2024-08-09,Partially Fulfilled,Direct,W002,Standard,Normal
O113814,C01181,2024-01-26,2024-02-05,Completed,Direct,W012,Standard,Normal
O113815,C00827,2023-03-02,2023-03-10,Completed,Direct,W011,Standard,Low
O113816,C01309,2025-11-20,2025-11-24,Completed,Online,W005,Express,High
O113817,C00217,2025-11-19,2025-11-26,Completed,Online,W005,Standard,Low
O113818,C00714,2025-10-09,2025-10-15,Completed,Direct,W010,Standard,Normal
O113819,C00827,2023-12-05,2023-12-10,Completed,Distributor,W008,Standard,High
O113820,C00827,2023-09-08,2023-09-09,Completed,Online,W008,Same Day,Normal
O113821,C00036,2024-07-10,2024-07-14,Completed,Direct,W007,Express,Low
O113822,C00817,2023-06-11,2023-06-13,Completed,Retail,W014,Express,Low
O113823,C00727,2024-01-15,2024-01-17,Completed,Direct,W002,Express,Normal
O113824,C00710,2023-02-27,2023-02-28,Completed,Online,W011,Same Day,Low
O113825,C00203,2023-03-17,2023-03-22,Completed,Direct,W008,Standard,Low
O113826,C00944,2025-07-25,2025-07-28,Completed,Direct,W008,Express,Normal
O113827,C00717,2023-02-24,2023-03-02,Partially Fulfilled,Distributor,W008,Standard,High
O113828,C00434,2024-05-06,2024-05-06,Completed,Distributor,W006,Same Day,Critical
O113829,C00120,2023-09-09,2023-09-09,Partially Fulfilled,Online,W012,Same Day,High
O113830,C00827,2024-11-29,2024-12-09,Completed,Online,W011,Freight,Low
O113831,C00690,2023-04-29,2023-05-01,Completed,Direct,W009,Express,Normal
O113832,C01295,2024-12-17,2024-12-22,Completed,Distributor,W009,Standard,Low
O113833,C00115,2025-06-03,2025-06-13,Completed,Online,W002,Standard,Normal
O113834,C00670,2023-05-07,2023-05-15,Completed,Online,W008,Standard,Normal
O113835,C00802,2025-01-12,2025-01-22,Completed,Direct,W002,Standard,High
O113836,C00079,2023-03-10,2023-03-20,Completed,Distributor,W011,Standard,Normal
O113837,C01181,2025-04-22,2025-04-26,Completed,Retail,W006,Express,Low
O113838,C01503,2023-05-15,2023-05-20,Completed,Online,W004,Express,Low
O113839,C00254,2023-03-25,2023-03-31,Completed,Direct,W002,Standard,Critical
O113840,C00718,2025-11-01,2025-11-04,Completed,Direct,W002,Express,Normal
O113841,C01017,2025-07-08,2025-07-11,Completed,Distributor,W004,Express,Low
O113842,C01017,2023-09-19,2023-09-24,Completed,Direct,W004,Standard,Critical
O113843,C00141,2024-10-15,2024-10-17,Completed,Direct,W011,Express,Normal
O113844,C00546,2025-02-27,2025-02-27,Completed,Direct,W009,Same Day,Low
O113845,C00075,2024-06-19,2024-06-22,Completed,Online,W002,Express,Normal
O113846,C00827,2023-12-08,2023-12-16,Completed,Distributor,W010,Freight,Normal
O113847,C00165,2024-11-06,2024-11-09,Completed,Direct,W008,Express,Low
O113848,C00068,2024-05-07,2024-05-14,Completed,Direct,W005,Standard,Normal
O113849,C00802,2023-01-15,2023-01-24,Completed,Online,W002,Standard,Normal
O113850,C00962,2023-06-06,2023-06-09,Completed,Direct,W009,Express,Critical
O113851,C00205,2023-09-22,2023-09-22,Partially Fulfilled,Direct,W002,Same Day,Low
O113852,C00563,2025-10-06,2025-10-12,Partially Fulfilled,Distributor,W015,Standard,Normal
O113853,C00801,2025-09-19,2025-10-07,Completed,Distributor,W014,Freight,Low
O113854,C01181,2024-07-21,2024-07-26,Completed,Retail,W004,Standard,Normal
O113855,C00700,2025-04-30,2025-05-10,Completed,Distributor,W007,Freight,Low
O113856,C01017,2025-02-08,2025-02-18,Completed,Direct,W006,Standard,Normal
O113857,C00757,2023-12-10,2023-12-15,Completed,Online,W001,Standard,Low
O113858,C00410,2024-10-31,2024-11-03,Completed,Online,W003,Express,Normal
O113859,C01482,2025-06-05,2025-06-14,Completed,Distributor,W002,Standard,Normal
O113860,C00313,2024-08-10,2024-08-11,Completed,Distributor,W005,Same Day,Normal
O113861,C00802,2024-11-23,2024-12-03,Partially Fulfilled,Direct,W002,Standard,Normal
O113862,C00486,2024-05-11,2024-05-20,Completed,Online,W009,Standard,Low
O113863,C00529,2025-03-19,2025-03-22,Completed,Online,W004,Express,Low
O113864,C01162,2025-09-29,2025-10-08,Completed,Direct,W007,Standard,High
O113865,C00802,2025-05-10,2025-05-19,Completed,Distributor,W002,Standard,Low
O113866,C00434,2024-10-24,2024-10-28,Completed,Distributor,W004,Express,Normal
O113867,C00806,2023-07-24,2023-07-30,Completed,Direct,W013,Standard,Low
O113868,C01287,2025-12-20,2025-12-25,Completed,Online,W009,Standard,Low
O113869,C01132,2023-07-29,2023-08-01,Completed,Distributor,W002,Express,Low
O113870,C00434,2024-05-07,2024-05-14,Completed,Online,W006,Standard,Low
O113871,C00232,2024-05-23,2024-05-23,Completed,Distributor,W011,Same Day,High
O113872,C00827,2023-10-13,2023-10-13,Completed,Online,W009,Same Day,Normal
O113873,C00088,2023-12-18,2023-12-23,Completed,Direct,W009,Express,Normal
O113874,C00506,2024-03-26,2024-04-04,Completed,Distributor,W012,Standard,Low
O113875,C00434,2023-11-28,2023-12-08,Partially Fulfilled,Distributor,W012,Standard,Normal
O113876,C00048,2025-01-28,2025-02-10,Completed,Direct,W005,Freight,High
O113877,C00806,2024-04-02,2024-04-05,Partially Fulfilled,Online,W009,Express,Low
O113878,C00891,2024-05-15,2024-05-30,Completed,Online,W002,Freight,Normal
O113879,C00743,2023-11-08,2023-11-22,Completed,Distributor,W010,Freight,Normal
O113880,C00434,2025-01-26,2025-01-28,Completed,Direct,W004,Express,Normal
O113881,C00434,2024-01-24,2024-01-30,Cancelled,Direct,W006,Standard,Low
O113882,C00090,2023-09-28,2023-10-06,Completed,Online,W008,Freight,Low
O113883,C00674,2024-07-30,2024-07-30,Completed,Direct,W006,Same Day,Normal
O113884,C00245,2025-09-17,2025-09-27,Completed,Direct,W006,Standard,Low
O113885,C01467,2023-10-01,2023-10-09,Completed,Distributor,W009,Standard,Normal
O113886,C01295,2025-08-25,2025-08-27,Completed,Distributor,W008,Express,High
O113887,C00520,2024-10-01,2024-10-10,Completed,Retail,W004,Freight,Normal
O113888,C00090,2023-06-30,2023-07-15,Completed,Online,W008,Freight,Low
O113889,C00434,2025-03-11,2025-03-20,Completed,Direct,W004,Standard,Low
O113890,C00842,2025-03-06,2025-03-07,Completed,Direct,W004,Same Day,Low
O113891,C00330,2024-06-27,2024-07-14,Completed,Online,W002,Freight,Normal
O113892,C00515,2024-03-30,2024-04-09,Completed,Online,W013,Standard,Normal
O113893,C00671,2023-03-09,2023-03-14,Completed,Direct,W013,Standard,Low
O113894,C01088,2024-10-31,2024-11-09,Cancelled,Retail,W012,Standard,Critical
O113895,C00180,2024-11-15,2024-11-16,Completed,Distributor,W004,Same Day,High
O113896,C01277,2023-12-20,2023-12-30,Completed,Direct,W002,Standard,High
O113897,C00540,2025-02-21,2025-03-01,Completed,Distributor,W004,Standard,Normal
O113898,C01181,2024-07-03,2024-07-10,Completed,Online,W004,Standard,Normal
O113899,C00899,2023-09-05,2023-09-14,Completed,Online,W001,Standard,Normal
O113900,C01238,2024-11-02,2024-11-07,Completed,Retail,W009,Standard,High
O113901,C00568,2025-05-08,2025-05-13,Completed,Direct,W002,Standard,High
O113902,C01328,2023-01-23,2023-01-28,Partially Fulfilled,Retail,W011,Standard,Normal
O113903,C00839,2024-03-13,2024-03-20,Completed,Online,W009,Standard,Normal
O113904,C00396,2024-04-22,2024-04-25,Partially Fulfilled,Retail,W009,Express,Low
O113905,C00802,2024-11-06,2024-11-15,Partially Fulfilled,Direct,W005,Standard,High
O113906,C00828,2023-05-05,2023-05-19,Completed,Online,W013,Freight,Normal
O113907,C00079,2025-12-24,2025-12-26,Pending,Online,W009,Express,Low
O113908,C00434,2023-06-22,2023-06-23,Completed,Online,W004,Same Day,Low
O113909,C00713,2025-10-25,2025-10-25,Completed,Direct,W006,Same Day,High
O113910,C00727,2024-07-30,2024-08-05,Completed,Direct,W002,Standard,Normal
O113911,C00398,2024-08-27,2024-08-29,Completed,Online,W002,Express,Normal
O113912,C00520,2024-05-26,2024-05-30,Cancelled,Online,W004,Express,Normal
O113913,C00475,2024-03-15,2024-03-16,Completed,Direct,W005,Same Day,Low
O113914,C00203,2025-12-23,2026-01-05,Completed,Distributor,W011,Freight,Low
O113915,C01512,2023-09-08,2023-09-20,Pending,Distributor,W002,Freight,Normal
O113916,C00786,2023-10-14,2023-10-21,Completed,Online,W009,Standard,Normal
O113917,C01287,2025-04-27,2025-04-28,Completed,Distributor,W008,Same Day,Normal
O113918,C01323,2023-01-10,2023-01-20,Cancelled,Direct,W009,Standard,Normal
O113919,C00293,2023-02-21,2023-03-04,Completed,Distributor,W014,Freight,Low
O113920,C00079,2024-12-13,2024-12-22,Completed,Direct,W008,Standard,Normal
O113921,C00079,2024-08-15,2024-08-21,Completed,Direct,W008,Standard,Normal
O113922,C00486,2025-06-08,2025-06-17,Completed,Retail,W009,Standard,High
O113923,C00079,2023-06-12,2023-06-18,Completed,Direct,W008,Standard,High
O113924,C01033,2025-12-16,2026-01-03,Completed,Direct,W008,Freight,Normal
O113925,C00090,2025-10-09,2025-10-24,Completed,Retail,W009,Freight,Low
O113926,C00402,2024-07-09,2024-07-13,Completed,Online,W005,Express,Normal
O113927,C01163,2024-06-23,2024-06-26,Completed,Distributor,W012,Express,Low
O113928,C01032,2023-07-21,2023-07-26,Completed,Retail,W004,Standard,Normal
O113929,C00434,2025-12-02,2025-12-04,Completed,Online,W007,Express,High
O113930,C00716,2025-08-28,2025-09-04,Completed,Distributor,W002,Standard,High
O113931,C01437,2023-09-15,2023-09-24,Partially Fulfilled,Distributor,W002,Standard,High
O113932,C00537,2024-08-24,2024-08-29,Completed,Direct,W008,Express,Normal
O113933,C01150,2025-11-21,2025-11-29,Completed,Distributor,W014,Standard,Normal
O113934,C00434,2024-01-11,2024-01-14,Completed,Distributor,W006,Express,Normal
O113935,C00568,2025-11-23,2025-12-09,Completed,Online,W013,Freight,Normal
O113936,C01437,2023-12-01,2023-12-05,Completed,Direct,W013,Express,Normal
O113937,C00846,2023-12-16,2023-12-21,Completed,Online,W014,Standard,Low
O113938,C00973,2025-02-14,2025-02-18,Completed,Distributor,W006,Express,Normal
O113939,C00079,2024-06-01,2024-06-10,Completed,Online,W009,Standard,Normal
O113940,C00942,2023-03-28,2023-03-31,Completed,Online,W010,Express,Low
O113941,C00674,2023-07-28,2023-08-05,Completed,Distributor,W006,Standard,Critical
O113942,C01050,2024-10-11,2024-10-13,Completed,Online,W005,Express,Normal
O113943,C00434,2024-05-01,2024-05-05,Completed,Online,W004,Express,Normal
O113944,C00456,2025-03-14,2025-03-21,Completed,Online,W002,Standard,Normal
O113945,C00717,2025-10-06,2025-10-22,Completed,Distributor,W002,Freight,High
O113946,C00463,2024-12-01,2024-12-07,Completed,Retail,W009,Standard,Low
O113947,C00434,2023-06-07,2023-06-09,Completed,Distributor,W004,Express,Critical
O113948,C00382,2023-09-12,2023-09-17,Completed,Retail,W003,Express,Normal
O113949,C01295,2025-07-18,2025-07-27,Completed,Distributor,W010,Standard,Normal
O113950,C00434,2025-11-25,2025-12-01,Completed,Distributor,W004,Standard,Critical
O113951,C00419,2024-12-10,2024-12-12,Completed,Direct,W001,Express,Critical
O113952,C00434,2023-12-05,2023-12-20,Completed,Direct,W006,Freight,Low
O113953,C00285,2025-05-21,2025-05-23,Cancelled,Online,W009,Express,High
O113954,C00736,2025-01-30,2025-02-01,Completed,Online,W004,Express,Normal
O113955,C00802,2024-08-08,2024-08-18,Completed,Distributor,W002,Standard,Low
O113956,C00831,2024-04-09,2024-04-18,Completed,Online,W004,Standard,Low
O113957,C01486,2024-09-16,2024-09-21,Completed,Retail,W002,Standard,Normal
O113958,C01397,2023-04-28,2023-05-03,Completed,Online,W011,Standard,Normal
O113959,C01471,2025-02-16,2025-02-19,Completed,Online,W003,Express,Low
O113960,C00177,2024-08-07,2024-08-11,Completed,Online,W008,Express,Normal
O113961,C00480,2024-12-31,2025-01-05,Completed,Direct,W008,Standard,Normal
O113962,C01397,2023-04-28,2023-05-02,Completed,Distributor,W008,Express,High
O113963,C00686,2024-02-17,2024-02-20,Completed,Online,W009,Express,Normal
O113964,C00806,2023-01-03,2023-01-09,Completed,Direct,W005,Standard,Low
O113965,C01222,2023-09-14,2023-09-20,Completed,Retail,W005,Standard,Low
O113966,C00086,2024-11-14,2024-11-16,Completed,Online,W013,Express,Normal
O113967,C00862,2025-05-20,2025-05-30,Cancelled,Direct,W006,Standard,Low
O113968,C01347,2024-09-27,2024-10-12,Completed,Retail,W008,Freight,Normal
O113969,C01179,2024-05-15,2024-05-18,Completed,Online,W002,Express,Low
O113970,C00352,2023-05-08,2023-05-14,Completed,Online,W002,Standard,Low
O113971,C00817,2023-12-24,2024-01-02,Completed,Online,W010,Standard,Normal
O113972,C00757,2023-09-03,2023-09-10,Completed,Distributor,W001,Standard,Low
O113973,C00088,2024-07-02,2024-07-09,Partially Fulfilled,Distributor,W011,Standard,Critical
O113974,C00434,2024-12-30,2025-01-07,Partially Fulfilled,Direct,W006,Standard,Normal
O113975,C00203,2024-04-10,2024-04-18,Completed,Direct,W008,Freight,High
O113976,C00508,2024-06-12,2024-06-22,Completed,Direct,W006,Standard,Low
O113977,C00297,2023-03-21,2023-03-23,Cancelled,Direct,W003,Express,High
O113978,C01108,2023-06-25,2023-06-30,Completed,Retail,W005,Standard,Normal
O113979,C00698,2025-12-26,2025-12-27,Completed,Online,W011,Same Day,High
O113980,C01314,2025-11-08,2025-11-14,Completed,Direct,W013,Standard,Normal
O113981,C00256,2024-10-23,2024-10-23,Completed,Distributor,W007,Same Day,Normal
O113982,C00347,2023-08-09,2023-08-14,Completed,Distributor,W003,Express,Normal
O113983,C00638,2025-09-11,2025-09-19,Completed,Distributor,W004,Standard,Low
O113984,C00690,2025-03-28,2025-04-07,Completed,Direct,W008,Standard,High
O113985,C01238,2025-10-06,2025-10-09,Completed,Retail,W008,Express,Critical
O113986,C00434,2023-06-05,2023-06-14,Completed,Distributor,W004,Standard,High
O113987,C00493,2025-08-18,2025-08-28,Completed,Retail,W006,Standard,Normal
O113988,C00434,2024-07-27,2024-07-29,Cancelled,Distributor,W006,Express,Low
O113989,C00942,2025-11-18,2025-11-27,Completed,Online,W015,Standard,Low
O113990,C00434,2025-09-13,2025-09-22,Completed,Distributor,W006,Standard,Critical
O113991,C01017,2024-04-12,2024-04-20,Completed,Direct,W006,Standard,High
O113992,C01321,2023-12-02,2023-12-08,Completed,Retail,W008,Standard,Normal
O113993,C00434,2024-02-07,2024-02-10,Completed,Direct,W012,Express,Normal
O113994,C00079,2024-09-01,2024-09-11,Completed,Distributor,W011,Standard,Normal
O113995,C00827,2025-12-18,2026-01-01,Completed,Direct,W009,Freight,High
O113996,C01295,2023-05-18,2023-05-25,Completed,Direct,W009,Standard,Normal
O113997,C00397,2023-10-04,2023-10-14,Completed,Online,W006,Standard,Critical
O113998,C00942,2023-06-19,2023-06-21,Completed,Online,W014,Express,Low
O113999,C00802,2023-05-16,2023-05-19,Completed,Online,W013,Express,High
O114000,C00079,2024-11-20,2024-11-28,Completed,Distributor,W008,Standard,Low
O114001,C01333,2024-03-25,2024-04-03,Completed,Direct,W008,Standard,Low
O114002,C00205,2024-01-07,2024-01-13,Completed,Direct,W010,Standard,Normal
O114003,C00090,2024-06-24,2024-06-29,Completed,Online,W009,Express,High
O114004,C00786,2023-09-13,2023-09-25,Completed,Online,W009,Freight,Low
O114005,C00621,2023-06-17,2023-06-24,Completed,Online,W006,Standard,Low
O114006,C01169,2024-06-17,2024-06-24,Completed,Online,W004,Standard,High
O114007,C00956,2023-03-09,2023-03-10,Completed,Online,W014,Same Day,Low
O114008,C00492,2025-09-29,2025-10-01,Completed,Distributor,W006,Express,Normal
O114009,C00942,2024-11-26,2024-12-01,Completed,Online,W014,Standard,Normal
O114010,C00285,2025-01-14,2025-01-22,Completed,Direct,W001,Standard,High
O114011,C00802,2024-03-18,2024-03-26,Completed,Direct,W002,Standard,Normal
O114012,C01155,2025-06-28,2025-07-04,Cancelled,Direct,W009,Standard,Normal
O114013,C00434,2023-11-26,2023-12-01,Completed,Direct,W004,Standard,Normal
O114014,C00942,2025-09-07,2025-09-13,Completed,Online,W010,Standard,Normal
O114015,C00674,2023-05-08,2023-05-18,Completed,Distributor,W010,Standard,High
O114016,C00434,2024-01-31,2024-02-09,Completed,Direct,W006,Standard,Normal
O114017,C00802,2023-05-23,2023-06-02,Completed,Direct,W002,Standard,Critical
O114018,C00243,2024-03-13,2024-03-16,Completed,Online,W002,Express,Normal
O114019,C00469,2025-01-29,2025-02-05,Completed,Direct,W013,Standard,Low
O114020,C00493,2025-03-24,2025-03-30,Completed,Online,W012,Standard,Normal
O114021,C01479,2024-08-24,2024-08-27,Completed,Online,W011,Express,Normal
O114022,C00379,2024-12-01,2024-12-09,Completed,Direct,W002,Standard,High
O114023,C00079,2025-03-01,2025-03-11,Partially Fulfilled,Distributor,W009,Freight,High
O114024,C01504,2024-11-01,2024-11-06,Completed,Retail,W012,Standard,High
O114025,C00192,2024-12-04,2024-12-13,Completed,Distributor,W005,Freight,Normal
O114026,C01486,2025-04-07,2025-04-14,Completed,Retail,W005,Standard,Low
O114027,C00106,2023-03-30,2023-04-09,Completed,Distributor,W006,Standard,High
O114028,C00651,2023-02-07,2023-02-16,Completed,Online,W009,Standard,Critical
O114029,C00714,2024-02-22,2024-03-09,Completed,Distributor,W010,Freight,Critical
O114030,C00857,2025-07-02,2025-07-07,Completed,Online,W012,Standard,Normal
O114031,C01088,2025-04-18,2025-04-23,Partially Fulfilled,Online,W006,Express,Normal
O114032,C01158,2024-08-24,2024-08-29,Cancelled,Direct,W002,Standard,Normal
O114033,C00524,2023-12-03,2023-12-13,Completed,Online,W007,Standard,Low
O114034,C00079,2024-09-03,2024-09-12,Completed,Distributor,W008,Standard,Critical
O114035,C00812,2024-09-04,2024-09-10,Completed,Distributor,W002,Standard,Low
O114036,C00670,2025-09-08,2025-09-11,Completed,Retail,W009,Express,Normal
O114037,C00285,2023-12-29,2024-01-04,Completed,Distributor,W008,Standard,Normal
O114038,C01486,2023-04-08,2023-04-16,Completed,Online,W002,Freight,Critical
O114039,C00736,2025-04-17,2025-04-24,Cancelled,Online,W004,Standard,Low
O114040,C01017,2024-11-20,2024-12-06,Cancelled,Direct,W010,Freight,High
O114041,C00673,2025-07-14,2025-07-17,Completed,Direct,W003,Express,Critical
O114042,C00434,2025-10-13,2025-10-18,Completed,Distributor,W014,Express,Critical
O114043,C00420,2025-11-17,2025-12-02,Completed,Online,W001,Freight,Low
O114044,C00434,2025-08-19,2025-08-21,Cancelled,Distributor,W006,Express,Low
O114045,C00827,2025-12-31,2026-01-10,Pending,Direct,W009,Standard,Normal
O114046,C00397,2024-03-31,2024-04-08,Completed,Online,W012,Standard,Normal
O114047,C01363,2025-10-13,2025-10-19,Completed,Distributor,W004,Standard,Low
O114048,C01014,2025-01-28,2025-01-31,Completed,Direct,W003,Express,Normal
O114049,C00368,2023-10-09,2023-10-16,Completed,Direct,W001,Standard,High
O114050,C00694,2024-08-29,2024-09-01,Completed,Direct,W013,Express,Normal
O114051,C01295,2024-06-18,2024-06-23,Completed,Online,W009,Express,Low
O114052,C01295,2023-04-30,2023-05-04,Completed,Online,W003,Express,Low
O114053,C00837,2025-06-23,2025-06-27,Completed,Direct,W006,Express,Normal
O114054,C00115,2023-06-26,2023-07-01,Completed,Online,W005,Express,Normal
O114055,C00079,2025-12-06,2025-12-07,Completed,Online,W008,Same Day,Low
O114056,C00219,2025-03-16,2025-03-16,Completed,Distributor,W010,Same Day,Normal
O114057,C01420,2023-11-30,2023-12-01,Completed,Online,W003,Same Day,High
O114058,C00714,2025-06-16,2025-06-18,Completed,Distributor,W014,Express,Normal
O114059,C00461,2023-03-02,2023-03-06,Completed,Direct,W008,Express,Normal
O114060,C01295,2024-08-12,2024-08-17,Completed,Direct,W008,Standard,High
O114061,C01032,2025-08-26,2025-09-04,Completed,Retail,W004,Standard,High
O114062,C00802,2023-02-23,2023-03-02,Completed,Direct,W005,Standard,Normal
O114063,C00131,2024-07-24,2024-08-05,Partially Fulfilled,Distributor,W005,Freight,Critical
O114064,C00974,2025-11-11,2025-11-21,Completed,Direct,W015,Standard,Low
O114065,C00802,2023-06-02,2023-06-12,Completed,Distributor,W002,Standard,Normal
O114066,C00714,2025-10-10,2025-10-20,Completed,Direct,W010,Standard,High
O114067,C00942,2024-09-22,2024-10-02,Completed,Retail,W014,Standard,Normal
O114068,C01067,2023-06-01,2023-06-06,Completed,Retail,W008,Express,Normal
O114069,C01037,2023-01-02,2023-01-12,Completed,Distributor,W011,Standard,Low
O114070,C00178,2024-01-18,2024-01-25,Completed,Online,W003,Standard,Critical
O114071,C00398,2024-01-06,2024-01-09,Completed,Retail,W002,Express,Normal
O114072,C00434,2023-10-20,2023-11-04,Completed,Distributor,W006,Freight,Normal
O114073,C01181,2024-02-14,2024-02-15,Completed,Retail,W012,Same Day,Low
O114074,C01150,2023-03-24,2023-04-03,Completed,Direct,W010,Standard,Critical
O114075,C00434,2025-01-02,2025-01-09,Completed,Distributor,W004,Standard,High
O114076,C00694,2023-11-15,2023-11-19,Completed,Distributor,W001,Express,Normal
O114077,C00079,2023-10-23,2023-11-01,Partially Fulfilled,Distributor,W008,Standard,Normal
O114078,C00016,2024-01-10,2024-01-17,Partially Fulfilled,Online,W013,Standard,Normal
O114079,C00802,2024-10-09,2024-10-16,Completed,Online,W013,Standard,Normal
O114080,C00757,2025-10-15,2025-10-22,Completed,Distributor,W004,Standard,Normal
O114081,C00649,2024-11-19,2024-11-24,Completed,Direct,W012,Express,Normal
O114082,C00434,2023-09-05,2023-09-09,Completed,Distributor,W006,Express,Normal
O114083,C00971,2023-07-29,2023-08-03,Partially Fulfilled,Direct,W001,Standard,Low
O114084,C00088,2024-12-23,2025-01-02,Completed,Online,W008,Standard,Normal
O114085,C01158,2023-12-20,2023-12-30,Completed,Online,W013,Standard,Critical
O114086,C00053,2025-07-02,2025-07-07,Completed,Direct,W004,Express,Normal
O114087,C00438,2023-06-22,2023-06-30,Completed,Retail,W008,Standard,Low
O114088,C00079,2025-12-21,2025-12-26,Completed,Direct,W009,Standard,Normal
O114089,C00444,2024-03-20,2024-03-26,Completed,Direct,W005,Standard,Normal
O114090,C00890,2025-08-27,2025-08-29,Completed,Online,W006,Express,Normal
O114091,C01375,2024-12-20,2024-12-22,Completed,Online,W002,Express,Normal
O114092,C00127,2023-02-18,2023-02-27,Completed,Online,W002,Freight,Normal
O114093,C00049,2025-12-12,2025-12-13,Partially Fulfilled,Distributor,W012,Same Day,High
O114094,C00434,2025-11-03,2025-11-10,Completed,Distributor,W007,Standard,Critical
O114095,C01222,2024-09-18,2024-09-28,Completed,Online,W005,Standard,Low
O114096,C00088,2025-04-21,2025-04-22,Completed,Distributor,W008,Same Day,Low
O114097,C00434,2025-07-24,2025-07-28,Completed,Distributor,W006,Express,Low
O114098,C00090,2025-03-22,2025-03-29,Completed,Retail,W009,Standard,Normal
O114099,C01267,2024-11-27,2024-12-06,Completed,Online,W005,Standard,High
