WarehouseID,ProductID,InitialStock,SafetyStock,ReorderPoint,StorageCostPerUnit
W008,P0263,65,12,26,1.053
W008,P0144,79,7,25,0.379
W008,P0002,1840,221,550,0.632
W008,P0180,482,61,202,0.386
W008,P0293,969,136,506,0.253
W008,P0177,1348,163,437,0.632
W008,P0320,753,93,301,0.61
W008,P0026,174,22,72,1.029
W008,P0070,771,99,353,0.707
W008,P0256,3926,776,1871,0.587
W008,P0273,1178,234,590,0.73
W008,P0093,1803,333,830,0.894
W008,P0247,142,19,64,0.442
W008,P0169,1011,166,509,0.089
W008,P0133,1606,178,763,0.875
W008,P0052,2600,409,1419,0.985
W008,P0150,5048,467,2406,0.429
W008,P0108,163,27,67,0.219
W008,P0023,1397,125,431,0.539
W008,P0195,4537,890,1895,0.67
W008,P0159,360,29,115,0.755
W008,P0198,129,12,46,0.986
W008,P0254,1750,237,704,0.711
W008,P0001,1112,204,639,0.31
W008,P0135,336,28,141,0.334
W008,P0091,349,51,180,0.091
W008,P0267,1898,247,679,0.833
W008,P0219,1583,300,574,1.095
W008,P0310,236,42,97,0.771
W008,P0097,33,4,10,0.966
W009,P0098,4443,793,1669,0.226
W009,P0150,3161,294,853,0.931
W009,P0311,808,87,360,0.599
W009,P0314,1218,233,712,0.763
W009,P0257,58,8,24,0.141
W009,P0116,1308,155,668,0.164
W009,P0196,880,124,283,0.544
W009,P0105,2640,286,882,0.405
W009,P0223,1854,241,624,0.694
W009,P0077,462,65,234,0.78
W009,P0203,293,31,113,1.529
W009,P0001,1050,106,482,1.032
W009,P0158,307,52,143,0.399
W009,P0109,904,136,408,0.447
W009,P0185,289,35,126,0.738
W009,P0115,969,128,304,0.669
W009,P0064,336,61,123,0.533
W009,P0148,81,15,46,0.232
W009,P0084,303,38,130,0.174
W009,P0309,864,87,269,0.773
W009,P0187,2177,300,936,0.904
W009,P0137,2530,483,1253,0.507
W009,P0259,341,51,117,1.183
W009,P0153,394,76,184,0.803
W009,P0302,50,9,26,0.487
W009,P0101,819,139,265,1.129
W009,P0271,1664,290,564,0.913
W009,P0020,752,64,224,0.875
W009,P0015,5896,949,2619,0.909
W009,P0194,1311,198,405,0.979
W009,P0215,1602,283,805,0.248
W009,P0181,618,74,298,0.372
W009,P0042,1708,332,672,0.266
W009,P0141,4711,469,1604,1.199
W009,P0167,1174,112,304,1.424
W009,P0045,216,33,73,0.72
W009,P0008,396,55,151,0.554
W009,P0019,326,56,110,0.174
W009,P0166,281,52,106,0.698
W009,P0281,71,8,33,0.58
W009,P0299,77,13,37,1.036
W009,P0125,1275,219,525,0.606
W009,P0258,1129,214,638,1.261
W009,P0296,1452,282,767,0.825
W009,P0090,726,114,311,0.776
W009,P0073,1131,187,370,0.83
W009,P0014,1803,236,867,0.1
W009,P0189,286,52,125,0.596
W009,P0058,371,71,135,0.615
W009,P0190,336,62,161,0.684
W009,P0083,1347,155,357,0.262
W009,P0113,62,7,25,1.114
W009,P0173,729,130,264,0.691
W009,P0277,731,145,349,0.735
W009,P0093,358,67,139,0.581
W009,P0044,395,73,167,0.47
W009,P0286,814,117,264,0.867
W009,P0313,1308,186,529,0.975
W009,P0319,61,8,31,0.642
W009,P0184,382,65,193,0.493
W009,P0222,5085,657,1894,1.154
W009,P0074,395,59,200,0.547
W009,P0124,80,12,33,0.545
W009,P0209,1261,102,603,0.6
W009,P0052,2402,276,980,0.16
W009,P0056,340,38,90,0.244
W009,P0037,315,27,90,0.197
W009,P0082,267,43,113,0.271
W009,P0227,1034,122,527,0.448
W009,P0055,819,124,320,0.336
W009,P0043,1673,173,502,0.196
W009,P0046,46,5,20,1.04
W009,P0126,197,15,49,0.403
W009,P0188,474,47,184,0.968
W009,P0081,4602,860,1900,1.038
W009,P0287,344,64,180,0.887
W009,P0128,201,21,65,0.733
W009,P0041,3018,577,1445,0.923
W009,P0085,1633,236,809,0.269
W009,P0154,255,40,122,0.807
W009,P0071,455,63,170,0.634
W009,P0026,84,16,35,0.666
W009,P0210,1890,207,757,0.876
W009,P0182,1286,171,441,0.381
W009,P0127,1745,254,546,0.534
W009,P0091,387,63,134,0.16
W009,P0103,1371,222,696,0.73
W009,P0038,1698,276,681,0.805
W009,P0012,4695,513,2260,0.541
W009,P0036,5246,824,2896,0.888
W009,P0057,1131,146,527,0.855
W009,P0275,1436,121,343,0.507
W009,P0204,555,77,196,0.887
W009,P0254,1323,213,729,1.091
W009,P0123,612,100,217,0.866
W009,P0075,186,22,78,0.178
W009,P0018,1970,361,786,0.825
W009,P0178,285,44,127,0.661
W009,P0024,506,93,231,0.388
W009,P0273,1141,201,378,0.378
W009,P0118,2642,306,859,0.151
W009,P0300,5001,744,2517,0.742
W009,P0144,32,3,15,0.243
W009,P0206,1296,237,446,1.014
W009,P0282,301,43,138,0.155
W009,P0096,27,2,12,0.543
W009,P0059,358,63,173,0.65
W009,P0140,1126,203,548,0.331
W009,P0099,4807,861,1628,0.751
W009,P0033,1805,203,712,1.004
W009,P0016,354,53,153,0.151
W009,P0303,3369,498,1391,0.144
W009,P0108,374,62,152,0.123
W009,P0247,21,1,6,0.306
W009,P0171,346,37,145,0.969
W009,P0308,1331,245,651,0.389
W009,P0155,320,26,126,0.447
W009,P0237,294,34,84,0.562
W009,P0149,371,43,185,0.321
W009,P0201,245,24,105,0.915
W009,P0087,1746,301,597,0.854
W009,P0252,68,7,25,0.487
W009,P0186,254,26,113,0.554
W009,P0243,591,53,149,0.455
W009,P0291,58,8,25,1.1
W009,P0316,1963,200,626,0.602
W009,P0200,168,26,69,1.005
W009,P0007,1623,301,808,0.183
W009,P0230,184,16,47,0.455
W009,P0317,234,30,96,0.882
W009,P0192,342,45,146,1.095
W009,P0304,227,32,80,0.313
W009,P0002,950,88,318,1.042
W009,P0295,46,6,22,1.096
W009,P0121,3707,664,1861,0.251
W009,P0162,4532,626,1441,1.011
W009,P0307,276,51,159,0.848
W009,P0195,3312,533,1623,1.082
W009,P0276,81,7,29,0.813
W009,P0107,877,135,423,0.581
W009,P0097,79,9,36,0.936
W009,P0170,1479,209,668,0.445
W009,P0100,222,24,103,0.847
W009,P0027,1799,152,648,0.832
W009,P0060,1541,235,629,1.016
W009,P0130,106,12,28,0.624
W009,P0232,823,123,276,1.049
W009,P0268,549,73,233,0.323
W009,P0193,1675,312,792,0.122
W009,P0216,27,2,6,0.641
W009,P0147,183,15,57,0.454
W009,P0139,269,52,156,0.806
W009,P0240,2204,195,923,0.448
W009,P0067,148,18,68,0.136
W009,P0172,1530,162,411,0.473
W009,P0197,354,67,129,0.633
W009,P0061,161,20,52,0.124
W009,P0122,1947,245,845,0.262
W009,P0051,2275,339,912,0.214
W009,P0297,249,47,135,0.896
W009,P0238,1233,194,662,0.836
W009,P0217,674,82,216,0.454
W009,P0114,650,95,280,0.659
W009,P0063,1090,189,544,0.937
W009,P0290,363,39,115,0.465
W009,P0165,137,22,74,1.056
W009,P0079,1921,230,762,1.192
W009,P0249,971,166,390,0.919
W009,P0233,1422,200,442,1.599
W009,P0129,1136,91,541,0.565
W009,P0040,252,37,102,0.871
W009,P0021,91,13,37,0.065
W009,P0272,1426,137,422,1.266
W009,P0213,759,99,326,0.486
W009,P0198,149,28,52,0.694
W009,P0214,65,11,31,0.924
W009,P0236,191,32,85,1.434
W009,P0010,206,26,101,0.391
W009,P0256,1355,195,485,0.354
W009,P0028,4713,447,2278,0.227
W009,P0263,331,30,113,0.603
W009,P0068,1139,189,395,0.826
W009,P0161,1594,211,563,0.615
W009,P0049,1493,124,424,0.826
W009,P0226,1284,179,685,0.891
W009,P0072,4825,576,1334,1.105
W009,P0183,99,17,38,0.369
W009,P0065,35,5,13,0.246
W009,P0138,819,122,264,0.095
W009,P0318,223,21,71,0.719
W009,P0157,2205,384,951,0.502
W009,P0251,312,54,112,0.473
W009,P0119,347,68,205,0.561
W009,P0269,297,28,146,0.944
W009,P0039,630,80,190,0.885
W009,P0145,774,93,318,0.475
W009,P0234,2517,360,973,1.099
W009,P0151,372,58,120,0.153
W009,P0156,4651,814,1575,0.182
W009,P0086,679,120,296,0.466
W009,P0202,1686,172,646,0.951
W009,P0301,862,73,244,0.601
W009,P0205,42,5,13,0.662
W009,P0135,82,12,26,0.12
W009,P0265,1036,188,490,0.803
W009,P0207,1038,125,389,0.674
W009,P0310,123,24,65,0.599
W009,P0152,5447,815,2000,0.36
W009,P0104,1616,145,389,0.739
W010,P0188,1900,235,626,0.445
W010,P0250,1125,141,577,1.021
W010,P0029,387,67,183,0.121
W010,P0093,1230,180,581,1.031
W010,P0195,870,115,250,1.266
W010,P0202,1036,156,540,0.612
W010,P0043,1312,170,495,0.454
W010,P0288,1565,216,576,0.601
W010,P0226,397,62,143,0.418
W010,P0219,964,111,469,0.799
W010,P0071,1655,286,776,0.117
W010,P0105,3328,447,996,0.154
W010,P0209,227,26,103,0.974
W010,P0110,240,19,67,0.114
W010,P0220,4750,541,1528,0.16
W010,P0052,4876,785,2252,0.224
W010,P0061,370,52,138,0.295
W010,P0314,692,100,284,0.565
W010,P0224,1350,242,766,0.207
W010,P0060,1522,151,656,0.102
W010,P0087,534,57,193,0.652
W010,P0176,297,58,160,0.573
W010,P0160,167,16,67,0.443
W010,P0156,2710,510,1175,0.475
W010,P0114,608,82,197,1.213
W010,P0284,506,94,186,0.153
W010,P0206,1340,248,735,0.273
W010,P0306,1169,143,535,1.1
W010,P0253,1494,270,594,0.276
W010,P0015,4744,466,1658,0.294
W010,P0119,120,11,55,0.967
W010,P0027,860,132,266,0.153
W010,P0127,5478,954,2560,0.424
W010,P0091,23,3,11,0.407
W010,P0031,998,125,420,1.068
W010,P0024,519,87,246,0.278
W010,P0053,5083,692,2294,1.152
W010,P0309,2825,326,1443,1.109
W010,P0101,1570,227,773,0.311
W010,P0272,1171,183,393,0.651
W010,P0162,1772,293,782,0.743
W010,P0238,1455,174,599,0.319
W010,P0263,131,15,48,0.111
W010,P0257,158,20,64,0.695
W010,P0137,1026,174,510,0.852
W010,P0049,1797,190,648,0.489
W010,P0159,20,2,6,0.607
W010,P0134,1752,274,652,0.632
W010,P0141,1388,145,668,0.682
W010,P0218,3759,582,1651,1.016
W010,P0045,206,29,109,0.093
W010,P0290,59,9,18,0.765
W010,P0115,913,94,456,0.734
W010,P0032,3887,463,1862,0.897
W010,P0096,292,53,159,0.083
W010,P0310,274,25,91,0.516
W010,P0104,4278,595,1299,0.859
W010,P0009,1925,361,934,0.979
W010,P0083,1711,141,550,0.908
W010,P0274,212,35,110,0.459
W010,P0067,44,5,13,0.096
W010,P0308,301,54,165,0.133
W010,P0203,283,51,123,1.379
W010,P0151,306,31,108,0.886
W010,P0157,2033,309,1100,0.472
W010,P0223,1506,130,641,0.3
W010,P0163,1303,179,678,0.841
W010,P0124,110,11,40,0.466
W010,P0248,385,48,186,0.336
W010,P0186,94,14,46,0.756
W010,P0183,150,16,72,0.216
W010,P0312,326,57,170,0.126
W010,P0072,2755,332,1053,1.103
W010,P0198,260,37,113,0.24
W010,P0155,119,10,54,0.875
W010,P0030,1765,255,722,1.423
W010,P0082,146,27,75,0.911
W010,P0145,1797,159,485,0.484
W010,P0023,233,36,92,0.067
W010,P0034,1415,150,611,0.17
W010,P0057,1635,274,820,0.407
W010,P0126,381,71,210,0.492
W010,P0020,1048,208,484,0.37
W010,P0076,535,94,175,0.938
W010,P0039,1418,245,583,0.871
W010,P0262,5654,692,2736,0.198
W010,P0037,315,30,107,0.818
W010,P0270,1952,328,673,0.993
W010,P0179,279,27,120,0.171
W010,P0293,611,57,211,0.591
W010,P0180,1920,161,797,0.626
W010,P0012,3085,488,1062,0.077
W010,P0289,1592,270,861,0.676
W010,P0235,281,41,94,0.484
W010,P0103,534,90,291,0.16
W010,P0041,2455,214,950,0.129
W010,P0153,26,2,10,0.25
W010,P0279,1242,203,691,1.126
W010,P0123,356,37,131,0.543
W010,P0313,960,169,485,0.707
W010,P0194,1226,104,392,0.115
W010,P0128,50,5,15,0.525
W010,P0171,997,89,388,0.78
W010,P0221,5821,677,2886,1.031
W010,P0138,220,43,104,1.066
W010,P0048,5614,739,1900,1.048
W010,P0113,161,27,80,1.018
W010,P0305,675,128,281,0.98
W010,P0130,56,10,31,0.562
W010,P0189,156,22,81,0.134
W010,P0098,5909,779,2094,0.784
W010,P0149,267,53,131,0.352
W010,P0296,928,112,297,0.884
W010,P0201,264,45,127,0.402
W010,P0089,757,81,273,0.355
W010,P0136,129,16,59,0.216
W010,P0237,314,36,124,1.044
W010,P0301,726,100,357,0.668
W010,P0011,339,32,160,0.176
W010,P0261,307,50,123,0.689
W010,P0243,934,172,316,0.783
W010,P0208,720,98,242,0.968
W010,P0182,1362,247,555,0.649
W010,P0094,63,10,34,0.806
W010,P0258,1820,323,1041,1.481
W010,P0026,144,19,49,0.756
W010,P0152,4402,361,1929,0.491
W010,P0265,397,34,99,0.752
W010,P0260,1127,183,553,1.06
W010,P0181,312,30,117,0.157
W010,P0112,1214,174,571,0.37
W010,P0109,1751,192,561,0.398
W010,P0177,521,71,185,0.389
W010,P0318,105,13,30,0.143
W010,P0204,1520,199,777,0.224
W010,P0298,1690,276,837,0.182
W010,P0129,670,68,235,0.55
W010,P0088,1076,178,490,0.757
W010,P0231,328,47,151,0.981
W010,P0276,240,26,112,1.0
W010,P0006,4904,723,1601,0.661
W010,P0281,286,23,74,0.567
W010,P0086,1189,200,456,0.299
W010,P0164,338,64,155,1.173
W010,P0266,795,91,292,0.934
W010,P0185,216,31,87,1.411
W010,P0227,1179,143,493,0.242
W010,P0054,3243,347,1356,0.631
W010,P0283,230,33,111,0.573
W010,P0035,1754,180,578,0.736
W010,P0319,88,13,39,0.529
W010,P0168,4790,531,1763,0.09
W010,P0228,302,24,109,0.701
W010,P0108,136,20,47,0.934
W010,P0069,399,66,223,0.94
W010,P0008,82,13,39,0.371
W010,P0236,282,54,136,1.447
W010,P0193,902,136,453,0.577
W010,P0022,1294,112,371,1.079
W010,P0232,508,101,249,0.641
W010,P0269,1380,224,453,0.881
W010,P0273,346,46,105,0.99
W010,P0259,353,59,125,0.179
W010,P0246,220,19,77,0.264
W010,P0047,162,21,74,0.624
W010,P0122,3441,321,1394,0.921
W010,P0125,5543,503,1443,0.293
W010,P0025,336,61,191,0.196
W010,P0097,133,24,45,0.807
W010,P0090,1827,348,787,0.425
W010,P0013,1846,326,639,0.123
W010,P0002,1397,252,806,1.314
W010,P0154,70,7,28,0.905
W010,P0038,912,140,415,0.827
W010,P0241,341,35,102,0.28
W010,P0021,189,23,91,0.144
W010,P0056,552,99,234,0.576
W010,P0116,851,146,391,0.6
W010,P0229,794,104,232,1.104
W010,P0074,343,58,124,0.26
W010,P0280,1983,159,706,0.89
W010,P0051,3920,583,1591,0.289
W010,P0042,1062,115,319,0.067
W010,P0212,1195,149,430,0.239
W011,P0268,433,74,157,0.973
W011,P0085,510,59,190,0.135
W011,P0251,231,42,127,0.267
W011,P0011,121,9,31,0.479
W011,P0021,50,9,17,0.77
W011,P0237,101,12,39,0.942
W011,P0101,779,113,308,0.077
W011,P0133,786,155,360,0.337
W011,P0211,2446,460,910,0.303
W011,P0212,182,31,94,0.569
W011,P0272,499,95,178,0.148
W011,P0094,191,20,78,0.278
W011,P0186,86,14,30,0.433
W011,P0015,805,142,332,0.906
W011,P0131,589,103,303,0.658
W011,P0180,503,43,148,0.65
W011,P0100,143,14,46,0.396
W011,P0051,3566,556,1628,0.991
W011,P0124,48,4,14,0.751
W011,P0164,98,8,40,1.173
W011,P0059,463,40,130,0.678
W011,P0188,582,78,227,0.259
W011,P0105,1068,146,343,0.755
W011,P0300,2671,306,1297,0.327
W011,P0181,345,59,194,0.182
W011,P0076,738,87,260,1.0
W011,P0187,2043,311,732,1.182
W011,P0194,768,125,261,0.923
W011,P0151,83,9,34,0.33
W011,P0201,189,33,71,1.082
W011,P0287,139,19,63,0.447
W011,P0031,1068,120,446,0.354
W011,P0004,2767,442,1203,0.948
W011,P0025,189,17,86,1.085
W011,P0305,353,38,165,0.952
W011,P0210,531,87,243,0.338
W011,P0134,305,38,92,1.011
W011,P0297,197,37,74,0.306
W011,P0260,959,99,454,0.798
W011,P0024,419,44,126,1.444
W011,P0046,102,15,33,0.463
W011,P0066,663,80,267,0.565
W011,P0005,548,77,252,0.504
W011,P0095,481,43,183,0.265
W011,P0253,500,69,255,1.019
W011,P0058,185,36,80,1.095
W011,P0313,1033,151,391,0.624
W011,P0016,275,47,94,0.124
W011,P0137,2226,285,1039,0.489
W011,P0199,128,14,62,0.589
W011,P0289,968,98,410,0.21
W011,P0279,827,142,325,0.875
W011,P0136,177,28,73,0.1
W011,P0078,1031,107,469,0.09
W011,P0226,1022,118,373,0.645
W011,P0317,100,18,50,0.593
W011,P0176,177,25,85,0.127
W011,P0263,108,18,57,0.809
W011,P0304,128,20,60,0.121
W011,P0053,2834,556,1212,0.094
W011,P0117,723,83,297,0.37
W011,P0244,59,8,29,0.34
W011,P0043,1036,99,367,0.48
W011,P0170,674,109,355,0.823
W011,P0308,367,36,153,0.537
W011,P0294,145,26,71,0.272
W011,P0203,60,10,30,0.335
W011,P0119,59,9,19,0.394
W011,P0147,144,25,61,0.758
W011,P0067,217,39,110,0.67
W011,P0205,103,19,58,0.804
W011,P0065,70,10,31,0.326
W011,P0185,190,24,53,0.95
W011,P0261,13,1,4,0.53
W011,P0215,420,64,192,0.506
W011,P0018,1291,173,680,0.302
W011,P0269,1003,90,482,0.694
W011,P0056,157,24,61,0.15
W011,P0040,138,26,65,0.462
W011,P0003,508,58,238,0.159
W011,P0106,256,35,98,1.14
W011,P0048,2277,307,943,0.971
W011,P0208,461,37,117,0.638
W011,P0113,20,2,9,0.303
W011,P0293,1076,175,501,0.32
W011,P0008,133,19,42,0.607
W011,P0223,874,168,375,1.015
W011,P0218,3273,387,1195,0.521
W011,P0295,81,8,26,0.808
W011,P0301,276,22,116,0.547
W011,P0319,219,20,56,0.17
W011,P0120,707,127,323,0.693
W011,P0256,2582,400,885,0.231
W011,P0296,372,34,121,0.761
W011,P0028,3038,469,1572,0.086
W011,P0245,162,17,58,0.607
W011,P0236,90,16,50,0.166
W011,P0183,83,11,29,0.348
W011,P0290,149,28,84,0.628
W011,P0087,1033,170,526,0.272
W011,P0010,161,22,70,0.178
W011,P0126,219,23,101,0.28
W011,P0096,184,24,56,0.597
W011,P0179,205,37,107,0.172
W011,P0270,1114,186,353,0.438
W011,P0014,1189,211,403,1.134
W011,P0299,188,37,97,0.858
W011,P0273,1016,122,467,0.448
W011,P0006,2883,348,1009,0.639
W011,P0007,685,75,312,0.436
W011,P0219,298,36,154,0.923
W011,P0139,1015,147,499,1.174
W011,P0265,551,47,215,0.722
W011,P0107,1009,196,372,0.805
W011,P0017,915,172,531,0.703
W011,P0184,197,30,99,1.263
W011,P0115,849,141,319,0.51
W011,P0249,458,36,124,0.173
W011,P0116,626,72,314,1.342
W011,P0157,2133,324,1113,0.24
W011,P0214,171,18,47,0.66
W012,P0152,5266,529,1777,0.644
W012,P0276,57,5,13,1.014
W012,P0279,1670,263,795,1.104
W012,P0132,816,71,386,0.822
W012,P0121,2040,300,923,0.749
W012,P0262,4933,865,1872,0.524
W012,P0030,1763,318,590,1.406
W012,P0243,1315,188,571,0.537
W012,P0225,2069,352,756,0.952
W012,P0198,117,17,39,0.558
W012,P0125,5742,987,2957,0.706
W012,P0027,850,89,217,0.75
W012,P0165,130,21,46,1.052
W012,P0169,1866,241,646,1.247
W012,P0118,1278,237,663,1.215
W012,P0256,5677,543,2708,0.258
W012,P0317,168,30,72,1.318
W012,P0071,237,37,119,0.575
W012,P0091,72,12,23,0.923
W012,P0160,75,7,25,0.214
W012,P0247,104,8,37,0.138
W012,P0066,3902,592,1425,0.494
W012,P0316,1665,220,810,0.868
W012,P0181,383,63,164,0.864
W012,P0226,598,119,300,1.362
W012,P0250,1461,218,725,0.134
W012,P0081,2317,354,862,0.642
W012,P0057,1126,96,453,0.659
W012,P0134,283,36,117,0.596
W012,P0209,1799,160,846,0.599
W012,P0096,217,34,82,0.5
W012,P0306,1100,122,554,0.209
W012,P0189,298,40,125,0.676
W012,P0108,256,28,88,0.967
W012,P0110,1415,127,606,0.277
W012,P0016,1047,158,355,0.905
W012,P0245,182,23,90,0.544
W012,P0217,651,92,202,0.373
W012,P0036,5584,599,2693,0.354
W012,P0129,904,115,368,0.763
W012,P0197,253,31,69,0.29
W012,P0119,129,18,63,0.195
W012,P0155,377,39,100,0.889
W012,P0022,982,187,455,1.481
W012,P0303,3536,690,1460,0.595
W012,P0020,897,107,253,0.84
W012,P0227,1220,122,584,0.376
W012,P0143,344,47,106,0.171
W012,P0015,1405,201,546,0.462
W012,P0255,98,8,28,0.608
W012,P0164,119,10,51,0.648
W012,P0041,4676,801,2288,0.386
W012,P0224,355,59,127,0.335
W012,P0253,947,108,384,0.689
W012,P0173,972,159,545,0.61
W012,P0251,205,34,107,0.95
W012,P0166,97,17,38,0.148
W012,P0140,4125,762,2365,0.231
W012,P0235,275,54,110,0.154
W012,P0145,1310,122,524,0.564
W012,P0044,252,30,98,0.401
W012,P0242,342,31,93,0.537
W012,P0070,573,54,214,1.36
W012,P0032,4985,609,1523,0.759
W012,P0038,954,79,361,0.41
W012,P0047,61,7,17,0.418
W012,P0261,304,29,132,0.709
W012,P0054,5014,862,2517,0.605
W012,P0138,231,42,122,1.146
W012,P0315,847,127,306,0.592
W012,P0065,293,33,89,0.689
W012,P0117,1764,251,921,0.168
W012,P0058,178,33,86,0.739
W012,P0202,792,104,262,0.859
W012,P0103,1193,178,456,0.6
W012,P0025,349,51,143,0.461
W012,P0294,386,58,183,0.2
W012,P0271,230,33,85,0.83
W012,P0149,353,59,127,1.186
W012,P0039,1323,152,665,0.23
W012,P0210,917,171,350,0.145
W012,P0211,1929,281,905,0.237
W012,P0285,1140,96,328,0.999
W012,P0207,1313,124,510,0.929
W012,P0156,3866,470,1454,0.464
W012,P0061,122,11,40,0.31
W012,P0174,301,57,153,0.905
W012,P0048,1627,299,868,0.504
W012,P0153,104,17,39,0.244
W012,P0230,228,24,63,0.378
W012,P0098,3209,441,1462,0.499
W012,P0087,855,93,387,0.501
W012,P0234,4131,388,1720,1.011
W012,P0034,241,34,78,0.858
W012,P0104,5611,1014,2327,0.856
W012,P0147,398,34,106,0.369
W012,P0005,1197,126,590,0.754
W012,P0187,3976,778,2112,1.175
W012,P0045,209,33,106,0.062
W012,P0288,257,23,98,1.109
W012,P0035,1148,97,468,0.574
W012,P0281,364,57,183,1.119
W012,P0157,5320,846,1649,0.081
W012,P0201,180,35,95,1.014
W012,P0257,98,17,40,0.381
W012,P0042,1379,244,772,0.366
W012,P0203,330,58,187,0.788
W012,P0013,1940,276,687,0.308
W012,P0011,53,8,20,0.781
W012,P0313,472,87,255,0.65
W012,P0177,1404,175,683,1.0
W012,P0084,240,21,79,0.721
W012,P0275,1892,258,839,0.435
W012,P0291,268,25,79,0.47
W012,P0302,255,50,103,0.115
W012,P0231,161,24,63,0.98
W012,P0093,744,135,373,0.431
W012,P0101,1919,217,840,0.57
W012,P0170,477,71,171,0.83
W012,P0023,1048,175,358,0.279
W012,P0310,339,49,139,0.185
W012,P0311,1860,236,811,0.305
W012,P0190,88,14,32,0.803
W012,P0314,638,118,234,0.345
W012,P0075,163,29,90,0.306
W012,P0229,262,43,145,0.656
W012,P0127,2447,204,982,0.092
W012,P0283,49,8,17,0.887
W012,P0073,1165,211,434,0.432
W012,P0094,301,49,116,0.956
W012,P0109,537,102,198,0.451
W012,P0232,1867,353,958,1.272
W012,P0269,1817,343,722,0.646
W012,P0270,345,32,105,0.595
W012,P0216,353,46,158,0.455
W012,P0298,1500,247,517,0.482
W012,P0238,662,56,254,0.092
W012,P0055,1005,98,464,0.126
W012,P0095,974,84,462,0.174
W012,P0290,31,2,11,1.075
W012,P0248,32,5,17,0.666
W012,P0259,385,72,222,1.085
W012,P0072,2179,232,720,0.582
W012,P0063,1852,297,889,0.625
W012,P0300,5439,629,2295,0.733
W012,P0214,334,63,153,0.633
W012,P0320,1876,224,826,0.29
W012,P0136,225,26,81,0.622
W012,P0088,926,128,445,0.177
W012,P0158,1758,264,814,1.111
W012,P0003,1585,182,792,0.64
W012,P0106,872,84,318,0.559
W012,P0215,656,108,208,1.089
W012,P0024,1580,277,626,0.12
W012,P0292,5988,640,2731,0.594
W012,P0062,1389,268,491,0.765
W012,P0050,361,71,202,0.239
W012,P0236,143,13,67,1.258
W012,P0097,206,18,51,0.216
W012,P0069,229,33,86,0.47
W012,P0309,2147,303,1018,0.495
W012,P0014,1038,163,405,0.204
W012,P0278,675,122,387,0.879
W012,P0080,1043,100,445,0.252
W012,P0021,80,15,40,0.718
W012,P0297,52,6,24,1.234
W012,P0308,1988,350,785,0.493
W012,P0163,1642,192,663,0.195
W012,P0060,404,35,98,0.161
W012,P0105,5651,925,1977,0.716
W012,P0078,615,88,201,0.934
W012,P0287,186,34,62,0.383
W012,P0112,738,115,404,0.936
W012,P0260,1050,93,321,0.871
W012,P0028,3955,515,1509,0.403
W012,P0241,189,23,88,0.689
W012,P0222,1019,116,299,0.656
W012,P0167,1037,84,303,0.568
W012,P0265,509,101,298,0.52
W012,P0031,1656,189,709,1.07
W012,P0296,1710,315,744,0.437
W012,P0301,1546,179,552,0.817
W012,P0254,871,156,309,0.938
W012,P0280,2272,305,753,1.005
W012,P0264,202,30,88,0.174
W012,P0141,4170,562,2032,1.088
W012,P0079,3158,543,1113,0.891
W012,P0010,768,129,256,0.998
W012,P0185,392,55,150,0.722
W012,P0033,2437,351,753,0.898
W012,P0089,368,59,142,0.782
W012,P0120,1728,271,683,0.276
W012,P0318,152,28,70,0.351
W012,P0115,1836,232,887,0.463
W012,P0131,566,94,195,0.697
W012,P0161,2133,301,647,0.604
W012,P0046,192,28,99,0.399
W013,P0243,695,75,226,0.111
W013,P0162,4085,639,1901,0.752
W013,P0182,1259,230,651,0.845
W013,P0017,1220,132,494,1.211
W013,P0262,5576,1039,2191,0.216
W013,P0189,256,40,140,0.367
W013,P0010,639,97,339,0.619
W013,P0021,205,30,85,0.183
W013,P0085,1390,154,682,0.798
W013,P0078,425,42,133,1.019
W013,P0027,1727,248,753,0.324
W013,P0119,398,78,192,0.761
W013,P0206,1026,96,346,0.952
W013,P0197,116,12,50,0.3
W013,P0132,2913,515,1299,0.413
W013,P0047,162,29,91,1.004
W013,P0141,5592,1025,2868,0.123
W013,P0312,340,67,147,0.992
W013,P0185,357,44,166,0.969
W013,P0080,1025,133,514,0.42
W013,P0285,1566,232,625,0.229
W013,P0009,3208,596,1136,1.267
W013,P0315,338,67,200,0.721
W013,P0019,363,60,194,0.279
W013,P0108,305,34,94,0.792
W013,P0112,1699,164,627,0.245
W013,P0065,300,57,170,0.094
W013,P0146,1396,231,603,0.101
W013,P0283,330,62,154,0.477
W013,P0089,827,121,392,0.793
W013,P0207,1520,278,757,0.977
W013,P0261,119,23,68,0.821
W013,P0069,217,32,96,0.511
W013,P0192,168,15,65,0.622
W013,P0252,45,8,16,0.301
W013,P0191,326,42,152,0.944
W013,P0314,861,121,323,0.186
W013,P0214,218,31,66,0.466
W013,P0011,96,18,34,0.326
W013,P0149,250,26,117,0.811
W013,P0057,1570,313,794,0.341
W013,P0274,365,38,115,0.101
W013,P0005,1937,298,1045,0.926
W013,P0031,409,56,170,0.282
W013,P0230,186,35,103,0.474
W013,P0016,1719,319,763,0.19
W013,P0107,443,51,145,0.285
W013,P0003,632,117,283,0.374
W013,P0295,92,10,26,0.52
W013,P0299,122,20,42,0.198
W013,P0039,1276,243,646,0.378
W013,P0135,381,36,118,0.885
W013,P0121,1355,236,682,0.947
W013,P0223,1019,82,337,0.139
W013,P0012,2580,217,810,0.771
